Sample,X,Y,Z
748,1.008,0.047,-0.020
749,1.004,0.035,-0.020
750,1.000,0.031,-0.031
751,1.004,0.023,-0.020
752,1.004,0.031,-0.043
753,1.016,0.035,-0.020
754,1.004,0.027,-0.016
755,1.008,0.039,-0.020
756,1.008,0.031,-0.031
757,0.996,0.020,-0.012
758,1.000,0.027,-0.020
759,1.008,0.035,-0.027
760,1.016,0.031,-0.027
761,1.016,0.020,-0.016
762,1.008,0.027,-0.023
763,1.000,0.047,-0.027
764,1.004,0.031,-0.020
765,1.004,0.039,-0.023
766,1.000,0.016,0.027
767,0.992,0.023,-0.031
768,1.008,0.043,-0.035
769,1.000,0.035,-0.012
770,1.012,0.012,-0.027
771,1.012,0.023,-0.023
772,1.004,0.027,-0.031
773,1.000,0.035,-0.020
774,1.008,0.027,-0.016
775,1.012,0.035,-0.012
776,1.016,0.027,-0.031
777,1.004,0.031,-0.027
778,1.008,0.043,-0.020
779,1.012,0.039,-0.023
780,1.012,0.016,-0.012
781,1.012,0.031,-0.027
782,1.012,0.039,-0.031
783,1.000,0.023,-0.008
784,1.012,0.035,-0.016
785,1.008,0.039,-0.031
786,1.008,0.020,0.000
787,1.000,0.023,-0.031
788,1.008,0.027,-0.027
789,1.004,0.035,-0.023
790,1.020,0.031,-0.023
791,1.012,0.031,-0.020
792,0.996,0.023,-0.031
793,1.012,0.020,-0.031
794,1.008,0.027,-0.027
795,1.016,0.023,-0.027
796,1.004,0.027,-0.008
797,1.016,0.039,-0.016
798,1.008,0.027,-0.027
799,1.004,0.027,-0.023
800,1.012,0.027,-0.027
801,1.000,0.035,-0.020
802,1.016,0.031,-0.031
803,1.008,0.023,-0.027
804,1.000,0.020,-0.027
805,1.012,0.027,-0.027
806,1.004,0.020,0.023
807,1.004,0.020,-0.004
808,1.008,0.035,-0.016
809,1.008,0.031,-0.020
810,1.012,0.020,-0.020
811,1.012,0.023,-0.023
812,1.012,0.035,-0.027
813,1.012,0.020,-0.008
814,1.012,0.027,-0.035
815,1.004,0.027,-0.027
816,1.008,0.020,-0.031
817,1.004,0.035,-0.012
818,1.016,0.031,-0.023
819,1.008,0.020,-0.020
820,1.012,0.027,-0.027
821,1.008,0.020,-0.023
822,1.004,0.020,-0.008
823,1.004,0.027,-0.008
824,1.016,0.027,-0.023
825,1.008,0.023,-0.020
826,1.016,0.023,-0.027
827,0.988,0.012,0.035
828,1.004,0.023,-0.027
829,1.008,0.027,-0.016
830,1.012,0.023,-0.016
831,1.008,0.023,-0.016
832,1.004,0.027,-0.027
833,1.012,0.020,-0.020
834,1.012,0.023,-0.012
835,1.012,0.027,-0.020
836,1.012,0.035,-0.027
837,1.008,0.027,-0.016
838,1.000,0.020,-0.020
839,1.008,0.027,-0.023
840,1.008,0.023,-0.027
841,1.004,0.020,-0.012
842,1.012,0.027,-0.023
843,1.000,0.031,-0.020
844,1.004,0.020,-0.016
845,1.004,0.023,-0.020
846,1.016,0.020,-0.031
847,1.020,0.023,-0.016
848,1.008,0.020,-0.020
849,1.012,0.023,-0.027
850,1.012,0.023,-0.035
851,1.008,0.020,-0.012
852,1.012,0.027,-0.023
853,1.004,0.027,-0.016
854,1.012,0.020,-0.031
855,1.008,0.023,-0.027
856,1.004,0.027,-0.031
857,1.004,0.027,-0.023
858,1.004,0.020,-0.020
859,1.012,0.016,-0.008
860,1.008,0.031,-0.027
861,1.004,0.023,-0.020
862,1.004,0.020,-0.027
863,1.000,0.031,-0.008
864,1.016,0.035,-0.027
865,1.008,0.016,-0.008
866,1.023,0.008,-0.020
867,1.008,0.031,-0.051
868,1.008,0.012,-0.008
869,1.008,0.016,-0.016
870,1.016,0.035,-0.027
871,1.004,0.020,-0.027
872,1.004,0.016,-0.020
873,1.004,0.043,-0.027
874,1.008,0.031,-0.031
875,1.012,0.000,-0.016
876,1.004,0.020,-0.016
877,1.004,0.047,-0.039
878,1.004,0.020,-0.020
879,1.004,0.020,-0.008
880,1.012,0.023,-0.035
881,1.004,0.020,-0.016
882,1.008,0.020,-0.020
883,1.000,0.031,-0.023
884,1.004,0.031,-0.012
885,1.016,0.020,-0.023
886,1.047,0.008,-0.102
887,0.992,0.031,-0.012
888,1.012,0.039,-0.027
889,1.012,0.031,0.000
890,1.004,0.016,-0.023
891,1.000,0.012,-0.031
892,1.016,0.023,-0.027
893,1.012,0.051,-0.027
894,1.016,0.027,-0.016
895,1.012,0.020,-0.012
896,1.012,0.020,-0.027
897,1.000,0.031,-0.023
898,1.000,0.031,-0.027
899,1.016,0.023,-0.008
900,1.016,0.023,-0.008
901,1.012,0.031,-0.031
902,1.008,0.023,-0.020
903,1.004,0.023,-0.012
904,1.020,0.031,-0.023
905,1.020,0.020,-0.020
906,1.035,0.023,-0.051
907,0.992,0.035,-0.031
908,1.008,0.023,-0.023
909,1.008,0.020,-0.027
910,1.016,0.035,-0.027
911,1.004,0.027,-0.012
912,1.000,0.027,-0.027
913,1.016,0.031,-0.031
914,1.008,0.023,-0.023
915,1.012,0.023,-0.020
916,1.016,0.043,-0.027
917,1.004,0.027,-0.016
918,1.008,0.035,-0.020
919,1.000,0.016,-0.027
920,1.004,0.027,-0.016
921,1.012,0.035,-0.016
922,1.008,0.031,-0.023
923,1.004,0.031,-0.027
924,0.988,0.016,-0.027
925,1.008,0.016,-0.027
926,1.035,0.016,-0.035
927,1.023,0.035,-0.035
928,1.016,0.035,-0.027
929,0.996,0.035,-0.027
930,1.000,0.031,-0.027
